passage	question	label
Он также провёл параллель с первыми блогами, которые велись вручную, яркими представителями которых и по сей день являются Robot Wisdom и Bifurcated Rivets. Эти старые ручные блоги и тамбллоги похожи минимальным присутствием обратной связи и связи с другими блогами, стилем написания заметок. Однако современные тамбллоги выглядят иначе, чем их предшественники.	Различаются ли тамбллоги от ручных блогов?	TRUE
В 1980-е годы Ирландия пережила очередной бюджетный кризис, острота которого вынудила сократить госрасходы в 1987 году (расходы на здравоохранение были урезаны на 6%, на образование — на 7%, ассигнования на сельское хозяйство — на 18%, на дорожное и жилищное строительство — на 11%, а оборонные расходы — на 7%). Бюджет на 1988 год уже предусматривал крупнейшее сокращение государственных расходов в Ирландии за 30 лет. В дальнейшем правительство проводило жесткую бюджетную политику, сохраняя низкие госрасходы.	Будет ли ирландская экономика расти?	TRUE
С 20 февраля 1938 года в составе Минской области, с 4 февраля 1939 года в восстановленном Дзержинском районе. В 1926 году, по данным первой всесоюзной переписи населения, в Павлютах насчитывался 21 двор, проживали 82 жителя. В 1929 году, в ходе коллективизации был организован колхоз имени Будённого, работала кузница.	Существует ли дзержинский район в беларуси?	TRUE
Бартлетт, быстро выявивший обман, пригрозил уволить Скотта за саботаж, вредящий научной и деловой репутации учреждения. ) Несговорчивость Джамбо дала повод журналистам, наблюдавшим последние часы пребывания слона на британской земле, известить своих читателей о проявленном «фаворитом королевской семьи» образцовом английском патриотизме. Америка. В честь прибытия слона в Нью-Йорк 9 апреля 1882 года был устроен большой цирковой парад — шествие по Бродвею к ипподрому «» в сопровождении трёх духовых оркестров, во время которого контейнер с Джамбо везли по улице на специальной платформе, запряжённой шестнадцатью лошадьми и подталкиваемой двумя другими слонами.	Разрешается ли слонам ходить по улицам?	TRUE
Экотуризму посвящён заповедник Брянский лес, где разработаны автомобильные, водные и пешие маршруты. Необходимо учитывать, что во время Чернобыльской аварии загрязнению подвергся юго-запад области. Активный туризм. К самым популярным водным маршрутам по рекам области относятся байдарочные сплавы по рекам Ипуть и Десна.	Разработаны ли в области водные маршруты?	TRUE
Свиноногие бандикуты вели наземный образ жизни. Гнёзда, как правило, строили в небольших норах. Наибольшая активность приходилась на ночное время, хотя зачастую проявлялась активность и днём. Были всеядными.	Размножались ли бандикуты?	TRUE
Доктор философии по инженерии. Член КПК с ноября 1992 года. Кандидат в члены ЦК КПК 17 созыва (2007—2012).	Разрешает ли член КПК заниматься инженерией?	TRUE
Родился {{Дата|10|07|1920|1}} в селе Комиссаровка ныне Березанского района Николаевской области Украины в семье крестьянина. Украинец. Образование начальное. Работал на сахарном заводе в Одессе (Украина).	Был ли украинец в с.комиссаровка?	TRUE
За боевые заслуги был награжден орденами и медалями. После войны, в 1958 году, защитил кандидатскую диссертацию, выполненную под научным руководством криминалиста Абрама Винберга, по теме «Основы судебного отождествления личности по кожным узорам (лофоскопическая экспертиза)» — стал кандидатом юридических наук. В период с 1952 по 1954 год Самойлов являлся преподавателем криминалистики в Высшей школе МВД СССР.	Был ли награжден орденом?	TRUE
Тем не менее, он сыграл ещё один товарищеский матч против Англии в июне 2008 года, так как получил личное приглашение от вице-президента ФИФА Джека Уорнера. 10 июля 2008 года Федерация футбола Тринидада и Тобаго объявила о возвращении Йорка в сборную на квалификацию к чемпионату мира 2010. 15 октября 2008 года он забил свой первый гол после возвращения в сборную в матче против Соединённых Штатов на квалификации к мундиалю.	Разрешено ли играть в футбол в Тринидаде и тобаго?	TRUE
Затем он преподавал там. По состоянию на 1918 год их завод Ламакиных уже не работал. У них забрали мельницу и деревянный дом с постройками, каменный дом и прочее имущество. В 1919 году Василий Ламакин стал работать в отделе народного образования переписчиком иностранной литературы реквизированных помещичьих библиотек, затем стал заведовать складом пособий.	Разрешали ли детям учиться в школе?	TRUE
Фракийский болгарин Анастас Разбойников родился в 1882 году, в Свиленграде, входившем тогда в Османскую империю. Окончил в 1902 году Одринскую (Адрианопольскую) болгарскую мужскую гимназию «Д-р Петър Берон». Там он с одноклассниками основал гимназический революционный кружок. По окончании гимназии, Разбойников стал главным учителем Бунархисарской околии.	Входили ли болгарские земли в состав османской империи?	TRUE
В посёлке также развито овощеводство, пчеловодство, выращивание гречихи. Функционируют филиал Тохойского УОС (мелиорация), станция защиты растений. Инфраструктура. В посёлке действуют средняя общеобразовательная школа, фельдшерский пункт, библиотека, Дом культуры, АТС, почтовое отделение.	Развито ли овощеводство, пчеловодство, выращивание гречихи?	TRUE
Население по переписи 2001 года составляло 807 человек. Является административным центром Жовтневого сельского совета, в который, кроме того, входят сёла Заможное, Кутузовка, Садовое, Червоногорка и Шевченково. Географическое положение.	Разрешает ли украина россия?	TRUE
На Летних Олимпийских играх 2008 года в Пекине Мохамед Салман нес флаг Саудовской Аравии на церемонии открытия. На Олимпиаде он участвовал в соревнованиях по прыжкам в длину и занял 14-е место с результатом 7,80 метра. После главного старта четырёхлетия спортивные успехи Аль-Хувалиди пошли на убыль. На Чемпионате мира 2009 года в Берлине он показал всего тридцать шестой результат и после сезона 2010 года в крупных соревнованиях участия не принимал.	Входили ли саудовские сабли в программу Олимпийских игр?	TRUE
Но есть сведения, что парусные корветы все еще строились до середины XIX века. Парусный корвет, в системах классификации боевых кораблей всех флотов, по водоизмещению (размерениям и себестоимости постройки), боевому потенциалу (составу артиллерийского вооружения и району плавания) — занимал промежуточное положение между парусным фрегатом и бригом. С 1840-х годов для военно-морских флотов Франции и Англии начали строить парусно-паровые колёсные корветы с полным парусным вооружением и колёсным движителем, приводимым в действие паровым двигателем.	Различен ли парусный корвет от брига?	TRUE
Первый гол в сезоне футболист забил 10 апреля 2022 года в матче против клуба «Тараз». В матче 19 июня 2022 года против клуба «Аксу» отличился дублем из результативным передач. В июле 2022 года года отправился вместе с клубом на квалификационные матчи Лиги конференций УЕФА. Первый матч сыграл 21 июля 2022 года против польского клуба «Ракув», выйдя на поле с капитанской повязкой, однако по итогу проиграв пропустив 5 безответных мячей.	Будет ли в 2022 году футбол?	TRUE
В 2017 году был избран членом-корреспондентом Королевского исторического общества Великобритании , с 2019 года — политический советник Делегации ЕС-Израиль Европейского Парламента . Автор более 10 монографий по проблемам современной истории ХХ столетия, иудаики и политологии], член различных международных и профессиональных ассоциаций [7], в том числе European Association for Jewish Studies, Oxford University Alumni Society. Примечания.	Разрешено ли евреям иметь двойное гражданство?	TRUE
Биография. Родился г. в городе Уичито-Фолс, штат Техас, США. Отец родился в семье немецких эмигрантов, а мать — в семье ирландского происхождения. Эдвард Опп вырос в маленьком городе, , штат Орегон, США.	Будет ли у них ребенок?	TRUE
Однако ей удалось получить должность научного сотрудника. Хукер быстро завоевал репутацию блестящего преподавателя и исследователя. Она проработала в Калифорнийском университете в Лос-Анджелесе 31 год, где проводила исследования и преподавала экспериментальную и физиологическую психологию до 1970 года, когда занялась частной практикой.	Будет ли работать Хукер в калифорнийском университете?	TRUE
Среднегодовая температура воздуха — 2,9 °C. Средняя температура воздуха самого холодного месяца (января) — −11,6 °C (абсолютный минимум — −46 °C), средняя температура самого тёплого (июля) — 17,7 °С (абсолютный максимум — 37 °С). Безморозный период длится около 120 дней.	Влияет ли температура воздуха на растения?	TRUE
Начальник — Александр Валерьевич Грицай (с мая 2018). Награждена орденом Ленина (1966). История. Железная дорога была построена в период 1892—1896 гг. за счёт средств казны.	Разрешено ли было строительство железной дороги?	TRUE
В 1957 году, после того как был упразднён Виноградовский район, деревня снова была передана в Воскресенский район. До муниципальной реформы 2006 года Берендино входило в состав Конобеевского сельского округа Воскресенского района. Население. В 1926 году в деревне проживало 328 человек (146 мужчин, 182 женщины), насчитывалось 63 крестьянских хозяйства.	В 1926 году в деревне проживало 328 человек?	TRUE
Среди богословских работ — комментарии на Евангелие от Матфея, Марка, Луки и комментарии на Послания апостола Павла ("Collectanea in omnes Pauli epistulas"). Последние интересны тем, что в них приводятся тексты основателя ереси пелагиан Пелагия, обосновавшегося в Ирландии. В компиляции цитат (с комментариями) из латинских авторов "Collectaneum miscellaneum" («Всякая всячина») Седулий ссылается на восемь разных произведений Цицерона, тогда как его современники ограничивались обычно одним или двумя.	Различаются ли комментарии на Евангелие от Матфея, Марка, Луки и комментарии на Послания апостола Павла?	TRUE
В 1949 году эмигрировал в Канаду: в Виннипеге работал редактором «Комара» (1948—1950), «Украинского клуба книги». С 1954 — художественный редактор в издательстве Ивана Тиктора. Устраивал выставки картин в Париже, Марокко, Нью-Йорке.	Существовала ли в СССР украина?	TRUE
Карьера. Уго является чемпионом Европейского юношеского фестиваля 2015 года, который проходил в Тбилиси на дистанции 100 метров на спине. На чемпионате мира по плаванию среди юниоров в Сингапуре в 2015 году он выиграл золото на дистанции 200 метров на спине и бронзу на дистанции 400 метров комплексным плаванием.	Едет ли уругвай на чемпионат мира?	TRUE
Компьютер, после того как высыхает, начинает вести себя очень странно, как живой, он разговаривает с Майлзом. В это время в соседнюю квартиру въёзжает новый жилец, виолончелистка по имени Мэделин. Однажды днём компьютер слышит через вентиляцию, как Мэделин исполняет на виолончели .	Разговаривают ли виолончелисты?	TRUE
Диллон идентифицирует себя как пансексуала и небинарную персону:«Небинарность — термин, используемый некоторыми людьми, включая меня, чья гендерная идентичность выходит за пределы традиционных представлений о мужчине и женщине». По словам актрисы, помочь в самоидентификации ей смогла роль в «Миллиардах», где она сыграла подобного персонажа. При этом Азия не задумывается о смене пола.	Разрешается ли сменить пол?	TRUE
Любые аналоговые схемы усиления и преобразования сигналов являются источниками шума. Во-первых, это тепловой шум, который вызван тепловыми процессами, влияющими на направление движения электронов. Во-вторых, это дробовой шум, причиной которого является дискретность носителей электрического заряда — электронов, ионов. Эти случайные процессы создают напряжение на выходе, которое при воспроизведении воспринимаются как шум.	Различаются ли аналоговые схемы усиления и преобразования сигналов?	TRUE
Сумма трансфера составила € 885 000. Первый сезон в новой команде у Оливье был провальным, он не мог забить на протяжении пяти месяцев, поразив ворота противников только в последнем матче чемпионата. В следующих двух сезонах Оксеан забивал по 12 мячей, удерживая лидерскую позицию среди бомбардиров клуба. В 2007 году он помог «Лилистрёму» выиграть Кубок Норвегии.	Разрешается ли в футболе пенальти?	TRUE
Если альдегидная группа окисляется до карбоксильной, энергия, высвобождаемая в этом процессе, используется на этерификацию фосфатной группы с карбоксильной. В результате образуется фосфоангидрид, соединения с высоким потенциалом переноса группы. В качестве альтернативы может окисляться молекула с кетогруппой (пируват и его окислительное декарбоксилирование). При этом энергия окисления сохраняется путём образования тиоэфирной связи с коферментом A. После переэтерификации с фосфатной группой образуется фосфосоединение с достаточно высоким потенциалом переноса группы, используемое для субстратного фосфорилирования.	Разрушается ли фосфоангидрид?	TRUE
Описание. Длина тела 2 мм, ширина 1,7 мм. Голова и грудь тёмно-жёлтые, а брюшко — светло-жёлтое. На голове 4 тёмно-бурых краевых пятна. Посредине брюшка просвечивает содержимое желудка.	Разрешено ли есть сырое мясо?	TRUE
Командир 13 Л. -Гр. Эриванского полка Полковник Вышинский. {{конец цитаты|источник= Лейб-Эриванцы в Великой войне. стр 233}}Участник Гражданской войны. Прибыл в станицу Егорлицкую и был назначен в конно-горную Дроздовскую батарею, где был зачислен в команду разведчиков (1918, 4 июня).	Разведчик?	TRUE
Он и Скорпио Скай были первыми в истории командными чемпионами мира AEW в составе группировки SoCal Uncensored. Он известен по выступлениям в Total Nonstop Action Wrestling (TNA, сейчас известен как Impact Wrestling) под именами Каз, Суисайд и Казариан, где он является пятикратным чемпионом икс-дивизиона TNA и трехкратным командным чемпионом мира TNA. Он также известен по своей работе в Ring of Honor (ROH), где он является трехкратным командным чемпионом мира ROH и однократным командным чемпионом мира ROH в матчах шести человек. Он также выступал в независимом промоушене Pro Wrestling Guerrilla (PWG), где был первым и двукратным чемпионом мира PWG.	Входили ли в Total Nonstop Action Wrestling другие команды?	TRUE
Противник сионизма, говорит, что иудаизм и ислам — две стороны одной медали, второй построен на первом, и поэтому он не признаёт ни Израиль (который он не считает светским, а считает слишком связанным с иудаизмом), ни Палестину (из-за исламистских наклонностей) Выступает за создание единого секулярного двунационального государства арабов и евреев. Биография. Работал в МККК в Палестине.	Разрешает ли сионизм создание единого секулярного государства?	TRUE
Существует множество различных типов автомобильных дверей:Дверные замки и задвижки. Подавляющее большинство автомобильных дверей надёжно прижимаются к кузову машины с помощью замков, предотвращающих несанкционированный доступ снаружи. Существуют различные системы запирания автомобиля.	Входные и межкомнатные двери?	TRUE
Здесь учатся более 3000 студентов, 400 из которых на заочной форме и около 200 аспирантов. Студентам доступны более 900 курсов. История. Уэслианский университет основан в 1831 году лидерами методистской церкви и гражданами Мидлтауна.	Разрешены ли на заочной форме?	TRUE
5 октября 2020 года на правах аренды перешёл в итальянский «Торино» до конца сезона, c опцией обязательного выкупа после выполнения определенных условий. 28 октября 2020 года дебютировал в новой команде выйдя в стартовом составе в домашнем матче в рамках Кубка Италии (третий раунд) против «Лечче» (3:1), где был заменён на 90+4 минуте матча Симоне Эдерой. 4 ноября 2020 года сыграл свой дебютный матч в рамках Серии А в выездной встрече против «Дженоа» (2:1), выйдя в стартовом составе был заменён на 53-й минуте Суалихо Мейте.	Ездил ли торино в россию?	TRUE
Слева на груди звезда ордена Св. Анны 1-й степени; справа на груди крест ордена Св. Георгия 4-го класса и серебряная медаль «В память Отечественной войны 1812 года» на Андреевской ленте. Подпись на раме: "Н. Ѳ. Титовъ 1й, Генералъ Маiоръ". 7 августа 1820 года Комитетом Главного штаба по аттестации Титов был включён в список «генералов, заслуживающих быть написанными в галерею» и 19 мая 1822 года император Александр I приказал написать его портрет.	Екатерина II наградила орденом св. Анны 1-й степени?	TRUE
Население. По оценочным данным, на 2001 год численность населения города составляла 43 612 человек. Динамика численности населения города по годам:В этническом составе населения преобладают представители народа волоф.	Различия в этническом составе населения.	TRUE
За весь фильм актриса сменила 85 костюмов, включая 39 шляп, 45 пар обуви, 56 пар серёг и 42 стиля причёсок. На 50-й церемонии вручения "BAFTA" «Эвита» получила восемь номинаций, но не выиграла ни в одной из них. За режиссуру картины Паркер был награждён Серебряной европейской лентой, вручаемой на ежегодной премии «Серебряная лента».	Вручается ли "BAFTA" за режиссуру?	TRUE
Численность персонала Группы RU-COM — более 50 тысяч сотрудников. В состав холдинга входят следующие компании:Деятельность. На сегодняшний день Группа RU-COM реализует комплексные проекты в ряде отраслей: промышленность, энергетика, инфраструктура, инжиниринг.	Разработана ли стратегия развития Группы RU-COM?	TRUE
"ДР Конго. "Соревновались под названием Заир в 1974"Индонезия. "Выступала под названием голландская Ост-Индия (1938).	Разыгрывалась ли заирская революция?	TRUE
Чума на протяжении всей истории вызывала немало эпидемий и пандемий, среди которых выделяются Юстинианова чума и Чёрная смерть. Чума конца XIX — начала XX веков считается третьей особо крупной пандемией. Впрочем, некоторые авторы не без оснований указывают на условность выделения третьей пандемии, указывая последовательность пиков активности чумы: первый пик — 1346—1382 годы (Чёрная смерть), второй — 1545—1683 годы, третий — 1710—1830 годы, между которыми менялось по несколько поколений людей.	Бывает ли чума?	TRUE
Население. По данным переписи населения 2021 года, в деревне проживал 161 человек, из них 148 (91,9 %) — эстонцы. Численность населения деревни Салмисту по данным переписей населения:История. В письменных источниках 1455 года упоминается "Zalmes", 1517 года — "Salmiss", 1586 года — "Sallmisz", конца XVII века — "Sallmosz", 1839 года — "Salmisto".	Переселялись ли эстонцы в россию?	TRUE
Награды и звания. Большой крест ордена Леопольда I (1999). Командор французского ордена Почетного легиона (1991).	Существует ли орден Леопольда I?	TRUE
Кроме того, вулканизаты смеси указанных полимеров показали многократное увеличение числа циклов до разрушения по сравнению с резинами из индивидуальных каучуков. Этой работой была открыта дорога к получению широчайшей гаммы новых материалов путем сочетания (смешения) существующих многотоннажных полимеров. В настоящее время введение сополимеров в гетерогенные смеси соответствующих гомополимеров является одним из основных способов расширения ассортимента полимерных материалов и радикального улучшения свойств смесей полимеров. В том же 1959 году он был избран по конкурсу ассистентом кафедры высокомолекулярных соединений Уральского Государственного Университета им. А. М. Горького (г. Свердловск), где в течение двух лет работал на кафедре, руководимой знаменитым физико-химиком профессором Анной Александровной Тагер.	Введен ли сополимер в гетерогенные смеси полимеров?	TRUE
Сутка вытекает из болота вблизи урочища Козьмодемьянка в южной части Мышкинского района и течёт на юго-восток. Возле села Ушаково Мышкинского района река резко поворачивает на север; впадает у села Ажерово в Волжский отрог Рыбинского водохранилища. Ранее река отделяла в нижнем течении Мышкинский уезд от Мологского и впадала в Волгу своими двумя рукавами. Ширина русла реки — 10—25 м, глубина — 0,5—4,5 м. Хозяйственное и рекреационное значение. Нижний участок реки находится в подпоре Рыбинского водохранилища, этот участок доступен для судов, курсирующих по Волге.	Впадает ли река в волгу?	TRUE
В 1985 году Дерман устроился на работу в Goldman Sachs в подразделение по работе с облигациями, где стал одним из разработчиков модели поведения мгновенной процентной ставки Блэка-Дермана-Тоя. Покинул Goldman Sachs в конце 1988 года и устроился на работу в Salomon Brothers , где руководил исследованиями в области ипотек с изменяемой процентной ставкой. С 1990 вновь работает в Goldman Sachs, где управляет группой финансовых стратегий в отделе по работе с акциями. Занимался изучением моделей локальной волатильности и эффекта «улыбки волатильности».	Разрабатывал модель поведения мгновенной процентной ставки Блэка-Дермана-Тоя?	TRUE
Входила в полковую (1-ю) сотню Стародубского полка. С 1782 до 1929 гг. в Стародубском уезде (с 1861 — в составе Гарцевской волости). С 1919 до 1930-х годов — центр Лупекского сельсовета, затем до 2005 в Рассухском сельсовете.	Существует ли Лупекский сельсовет?	TRUE
В дороге поезда находились два часа и прибывали в Херсон и Николаев около 10:00 и 19:00 соответственно. Скрещение встречных поездов происходило на станции Копани. 11 ноября 1915 года на вокзал прибыл императорский поезд — во время поездки по контролю за формированием группы войск станцию и город посетил Император Николай II с наследником Алексеем.	Было ли скрещение встречных поездов?	TRUE
Молодь остается в реке до осени, а достигнув длины 4—11 см скатывается в море. Длина шэдов достигает 76 см, масса 6 кг. В первый год жизни рыбы вырастают до 7,5—15,5 см; на 2-й — в среднем они достигают 23 см; в 3-й — 30 см; в 5-й — 45,7—48,3 см. Продолжительность жизни оценивается в 12—13лет. Первый нерест происходит в возрасте 4 года.	Размножаются ли шэды?	TRUE
Первая мировая война (1914—1918) завершилась с невиданными ранее потерями. На её полях сражений было убито более 1,1 миллиона подданных Британской империи. После войны по всей Британии и доминионам, а также на полях сражений, были построены тысячи военных мемориалов. В число самых известных создателей военных мемориалов эпохи вошел Эдвин Лаченс, которого «Историческая Англия» называет «выдающимся архитектором своего времени».	Входили ли в состав Британской империи доминионы?	TRUE
Первые 45 поединков в профессиональной карьере Маклуфи были рейтинговыми (на кону не стоял никакой титул). За это время, он успел встретится в ринге и выиграть у таких боксёров как Доменико Чилоиро (чемпион по версии EBU 1972), Хосе Фернандес (претендент на титул чемпион мира по версии WBC 1976), Доминик Аззаро (претендент на титул чемпиона по версии EBU 1973) и Томмазо Галли (чемпион по версии EBU 1965—1966, 1969—1970, 1971—1972). В своём 46-м поединке, 15 декабря 1973 года вышел на ринг против ганского боксёра Джо Тетте (45-26-5) и победив его по очкам, выиграл вакантный титул чемпиона по версии Африканского боксёрского союза. В своём следующем поединке потерпел поражение от панамца Антонио Амаи, который ранее трижды был претендентом на чемпионские титулы по версиям WBC и WBA.	Будет ли реванш между ними?	TRUE
Выполнил около 20 тысяч хирургических вмешательств; первым в Казахстане выполнил торакопластику при врождённой воронкообразной деформации грудной клетки у детей. Научная деятельность. В 1966 году защитил кандидатскую диссертацию («Материалы к характеристике сотрясения головного мозга у детей»), в 1971 — докторскую{{sfn|Л. Рошаль}}.	Впервые в Казахстане выполнил торакопластику при врождённой воронкообразной деформации грудной клетки у детей?	TRUE
После побед и призовых мест на швейцарских соревнованиях, решила сосредоточиться на выступлениях на пайпе. Дебют в Кубке мире в данной дисциплине состоялся 18 ноября 2000 года во французском местечке Тинь (12 место). На первом, для Мануэлы, Чемпионате мира 2001 она заняла 39 место. Первый успех пришёл в сезоне 2002/2003, в котором Мануэла выиграла малый Хрустальный глобус (Кубок мира) в хафпайпе.	Впервые в истории Кубка мира Мануэла завоевала малый хрустальный глобус?	TRUE
В 1970-е годы он был комендантом ("Abaanduule") 60-й дивизии. Война за Огаден. Под руководством генерала Мохаммеда Али Саматара, Ирро и другие высокопоставленные сомалийские военные в 1977 году получили приказ о разработке стратегии в рамках подготовки к Огаденской кампании в Эфиопии.	Вошли ли сомалийские войска в эфиопию?	TRUE
Жёлтый цвет (золото) — символ богатства, стабильности, уважения, интеллекта, солнечного тепла. Красный цвет — символ труда, силы, мужества, красоты и праздника. Авторы.	Влияет ли цвет золота на человека?	TRUE
На момент катастрофы борт 63816 имел 8149 часов налёта. Катастрофа. В 1968 году производство вертолётов типа Ми-4 было окончательно прекращено в пользу новой модели вертолета Ми-8.	Введено ли производство вертолетов типа Ми-8?	TRUE
Влияние книги. Некоторые источники рекомендуют обсуждаемую книгу для предпринимателей; сообщалось, что главы правительств, таких как Литва и Иордания, считают её настольной книгой. Фарид Закария из CNN утверждал, что данную книгу должен прочесть каждый арабский бизнесмен, политик или бюрократ.	Имеет ли книга большое значение?	TRUE
Однако жители Гранд-Форкса часто помогали с питанием этим молодым людям. После Второй мировой войны количество учащихся в университете быстро выросло до более чем 3000 человек. На территории его кампуса пришлось построить большое количество жилья и несколько учебных корпусов.	Разрешено ли было студентам жить в кампусе?	TRUE
Хотя второй сегмент "Greatest Hits" является своего рода первым акустическим альбомом «Элизиума», проводить акустическую программу на своих концертах группа начала относительно давно. В обоих случаях группа использует название «Акустика?!». Знак вопроса в названии стоит неслучайно, поскольку, по словам группы, исполнение песен в такой программе не является строго акустическим. Какие-то песни «Элизиум» действительно исполняет под акустическую гитару, но многие из них отличаются от привычного стиля группы лишь тем, что исполняются в жанрах кантри, нео-свинга, диско, псевдо-R&amp;B — при этом звучание остаётся таким же энергичным, как и в оригинальных версиях этих песен.	Отличаются ли акустические версии «Элизиума» от общего стиля музыкальной группы?	TRUE
