passage	question	label
Поддержка реки в соответствующем состоянии обеспечивается корпусом инженеров армии США уже более века. Атчафалайя образуется из естественного канала при слиянии Миссисипи и Ред-Ривера, называемого Олд-Ривер, длиною 11 км. Далее река продолжает своё движение немного западнее основного течения Миссисипи и впадает в Мексиканский залив примерно в 25 милях (40 километров) южнее города Морган-Сити. В приустьевом регионе находится обширное болото Атчафалайя-Бейсин.	Считается ли река атчафалайя-бейсин рекой?	FALSE
В 1980 году он был преобразован в городской уезд. В 2012 году было начато строительство однопутной электрифицированной железной дороги, которая соединит город с Дуньхуаном. Административное деление. Городской уезд Голмуд делится на 5 уличных комитетов, 2 посёлка, 2 волости.	Различаются ли уезды по происхождению и административным функциям?	FALSE
На пенсии. Председатель правления Западно-Сибирского землячества в Москве, член Совета по информации и сотрудничеству предприятий топливно-энергетического комплекса (СИСПТЭК). Президент Союза нефтегазопромышленников. Сотрудничает с Союзом нефтегазостроителей и Союзом производителей нефтегазового оборудованияНаграды и почётные звания.	Есть ли награды у союза, членов СИСПТЭКа.редкая награда или нет?	FALSE
Всего же в этом матче в высшем дивизионе дебютировало трое «днепрян». Компанию Баланюку составили также полузащитники Александр Васильев и Сергей Горбунов. После игры тренер «днепрян» Мирон Маркевич высказал мнение, что уровень «дубля» эти ребята уже переросли и он сторонник того, чтобы отдать их в аренду в другие команды Премьер-лиги. В начале следующего сезона, когда «Днепр» испытывал кадровый дефицит, Маркевич в очередном интервью из всей молодёжной команды выделил лишь Баланюка, но при наличии у днепрян Калинича и Селезнёва позиция форварда в его команде не требовала усиления.	В какой команде сыграл Балбанюк в матче с «Арсеналом» (2007)?	FALSE
Затем встречалась с Яковом Левитаном, внучатым племянником легендарного диктора Всесоюзного радио Юрия Левитана. Увековечивание памяти. После публикаций в «Экспресс-газете» летом 2011 года по распоряжению главы города Химки работники Машкинского кладбища навели на могиле Веры Ивлевой порядок: установили ограду и новый крест взамен сломанного.	Была ли установка ограды на могиле Веры Ивлевой для увековечивания памяти Левитана?	FALSE
Родился в Канане около Тарса. Он был студентом у Посидония и учителем Октавиана Августа в Аполлонии. В 44 г. до н. э. последовал за Октавианом в Рим, где продолжил его обучение.	Был ли у Октавиана Августа друг из города Кананы?	FALSE
В дра­ме «Троц­кий в из­гна­нии» («Trotzki im Exil», 1969) на­шли от­ра­же­ние со­мне­ния Вайса в марксизме и це­ле­сооб­раз­но­сти коммунистиче­ской ре­во­лю­ции. Он писал: «Не подданные, не поддакивающие нужны коммунизму, а самостоятельно мыслящие люди. Не надо смешивать безоговорочное повиновение с партийной дисциплиной». В 1982 году Петер Вайс стал лауреатом премии Георга Бюхнера.	Означает ли то, что социал­ный ре­волю­би­сты в ко­но­мен­та­ции были в со­с­ле­ду­ю­ще­нем со­вер­ше­нии ре­со­м­но­го ре­ва­ри­та­ции к­а­ме­д­ми­чес­ких ре­ша­ю­щих­ся пол­ков про­ве­ду­ра —	FALSE
Во всех этих «сферах» общие грехи — отсутствие милосердия к другим, жажда наживы, жажда крови. Самую могущественную мафиозную семью Америки возглавляет Дон Клерикуцио, выходец из Сицилии. Семья уничтожает, перемалывает все, что идет вразрез с её интересами, вплоть до собственных отпрысков. И все же Клерикуцио знают, что такое честь и долг, настоящая любовь и преданность…В 1997 году режиссёр Грэм Клиффорд экранизировал данное произведение — Последний дон (фильм).	Имеют ли право мафия на существование?	FALSE
В 1993 году после завершения спортивной карьеры начал работать офицером в , в 2010 году вышел на пенсию. Являлся телохранителем премьер-министра Николае Вэкэрою и президентов Иона Илиеску и Эмиля Константинеску. Окончил университет города Бакэу.	Входит ли г.г. Ион Илиеску в список высших должностных лиц, которые были сняты с должности?	FALSE
Позже на турнире в Англии взял верх над местным английским бойцом Брэдом Пикеттом — уже на второй минуте первого раунда поймал его в «треугольник» и принудил к сдаче — был награждён бонусом за лучшее выступление вечера. В 2017 году с помощью рычага колена заставил сдаться Люка Сандерса, вновь заработав награду за лучшее выступление вечера. Однако затем проиграл Брайану Келлехеру и Алехандро Пересу.	Совместимы ли тайские единоборства с кикбоксингом?	FALSE
До начала соревнований действующими были следующие рекорды в помещении. Результаты. Предварительные забеги. Квалификация: первые 2 спортсмена в каждом забеге (Q) проходили в полуфинал.	Совместно мужчины и женщины (S) проходили в финал.дят?	FALSE
Он был заметной фигурой в Северо-Западной Англии, борясь за влияние в Камберленде с Эндрю Харкли, графом Карлайла. 15 мая 1321 года Энтони получил вызов в английский парламент в качестве 1-го барона Люси из Кокермута. В 1331—1332 годах он был юстициарием Ирландии, но в 1333 году вернулся в Северную Англии, приняв участие во вторжении англичан в Шотландию. В 1335 году Энтони был назначен хранителем Берика и юстициарием той части Шотландии, которую контролировали англичане.	Входит ли река Несс в состав англиканской церкви в городе Несс?	FALSE
Местоположение: полутень или пёстрая тень разреженного соснового леса. Почва влагоёмкая, хорошо аэрируемая, кислая (pH от 4,5 до 6,5). Поскольку растения имеют поверхностную корневую систему, их требуется поливать в засушливые периоды.	Влаголежащий ли данный лесной участок?	FALSE
В 1966—1967 годах БМПТ провела пять выставок, названных "манифестациями", которые подвергли сомнению авторитарность Парижских салонов. В более широком смысле БМПТ критически отразил впечатляющий, самосознательный характер нового авангарда во Франции. Они проверяли устоявшиеся идеи художественного авторства и оригинальности, тем, что они часто воплощали идеи друг друга (или доделывали работы друг друга), подчеркивая при этом предметность, а не оригинальность своих картин. На одной из выставок художники представили свои знаковые произведения искусства в качестве декорации к спектаклю, который никогда не начинается, оставляя аудиторию ожидать шоу.	Был ли импрессионизм официально признан искусством во Франции?	FALSE
География. По данным Бюро переписи США, общая площадь округа равняется 1 880,342 км2, из которых 1 859,622 км2 суша и 8,000 км2 или 1,100 % это водоемы. Население.	Переходя через равнины, различают равнинные и горную местности.	FALSE
Часть британской армии встала лагерем около Джермантауна; Вашингтон узнал об этом и атаковал их, но сражение при Джермантауне 4 декабря ему выиграть не удалось. Американская армия встала на зимовку в лагере Велли-Фордж, где из-за плохого снабжения многие погибли от истощения. Весной к армии присоединился прусский офицер барон Фон Штойбен, который ввел систему тренировок солдат на основе практики прусской армии. Хау сумел занять Филадельфию, но из-за этого он не смог оказать поддержку армии Джона Бергойна, которая шла к Нью-Йорку с севера.	Наряду с прусским офицером и его солдатами пришел британский офицер и открыл ворота.	FALSE
В 1960—1975 годах играл в СКА. Провёл более 530 матчей и забросил 107 шайб. В 1968 и 1971 годах был стал финалистом Кубка СССР, в 1971 году стал третьим призёром чемпионата СССР. Победитель турнира на приз газеты «Известия» в 1967 году.	Был ли кировградский хоккейный клуб чемпионом СССР?	FALSE
Первый князь Лев Романович Новосильский (XVI колено от Рюрика), приходившегося (V колено) Святого Михаила Всеволодовича Черниговского. После него Новосильское княжество перестаёт существовать, как единое целое и распадается на три верховских удела: Воротынское, Одоевское и Белёвское. Какое-то время две ветви: Львовичи (Воротынские) и Юрьевичи (Одоевские) оспаривали старшинство и власть над всем Новосильским княжеством, но впоследствии каждая ветвь закрепилась в своём княжестве. Основателем собственно воротынской ветви является сын Льва Романовича, князь Фёдор.	Есть ли земля в уезде, откуда происходит славянский князь Лев Новосильский?	FALSE
Член КПСС с 1958 года, член Союза писателей СССР с 1959 года. Избирался членом ревизионной комиссии СП СССР в 1973—1991 годах. Член правления Союза писателей РСФСР (1968—1991), секретарь правления с 1988 по 1991 год. Член правления Союза писателей России с 1999 года. Скончался 11 июня 2003 года.	Был ли членом политбюро с 1956 по 1961?	FALSE
Периодически он ездил в Голливуд, где прослушивался на различные предстоящие фильмы и телесериалы. С 2012 по 2015 год снимался в телесериале «Леди-детектив мисс Фрайни Фишер», где играл роль констебля Хью Коллинза. В том же году снялся в пяти эпизодах телесериала «Хитрый бизнес».	Был ли дед Хью педофилом?	FALSE
В 1913 году выбрала Кеннингтон для исследования «» (), сосредоточенного на социальных условиях в районе. Она обнаружила, что «порядочные, но очень бедные люди, которые живут, находясь в тяжелейшем положении при такой невыносимой нищете, что они инстинктивно объединяются, чтобы предотвратить попадание людей, которых они хорошо знают, в схожие условия». В рамках инициативы по совершенствованию района с 1915 года Корнуолльское герцогство осуществляло амбициозный проект по реконструкции района.	Было ли проведено благоустройство районов в 1714 году?	FALSE
Ботаническое описание. Растение достигает в высоту 15—40 см, имеет ветвистый угловатый восходящий стебель. Листья перистые с линейными опушёнными листочками.	Была ли у папоротника клетка - нет.	FALSE
К концу войны гвардии старший лейтенант Владимир Тагильцев командовал звеном 161-го гвардейского бомбардировочного авиаполка 8-й гвардейской бомбардировой авиадивизии 6-го гвардейского бомбардировочного авиакорпуса 2-й воздушной армии 1-го Украинского фронта. К тому времени он совершил 163 боевых вылета на воздушную разведку и бомбардировку скоплений боевой техники и живой силы противника, нанеся ему большие потери. Указом Президиума Верховного Совета СССР от 27 июня 1945 года за «мужество и героизм, проявленные на фронте борьбы с немецкими захватчиками», гвардии старший лейтенант Владимир Тагильцев был удостоен высокого звания Героя Советского Союза с вручением ордена Ленина и медали «Золотая Звезда» за номером 7679.	Приданы ли какие документы для награждения орденом Ленина или медали Золотой Звезды гвардии старшему лейтенанту Владимиру Тагильцеву?	FALSE
Так продолжалось до тех пор, пока не выдался засушливый год. Оказавшись в трудном положении, она пришла ко мне, а я дал ей сто двадцать динаров, чтобы она позволила мне распоряжаться собой, и она пошла на это, когда же я получил возможность овладеть ею, она сказала: „Непозволительно тебе ломать эту печать иначе как по праву!“ И тогда я посчитал, что совершу грех, если овладею ею, и покинул её, несмотря на то что любил её больше всех, оставив то золото, которое я ей дал. О Аллах, если я сделал это, стремясь к лику Твоему, то избавь нас от того положения, в котором мы оказались! "» И после этого камень опять сдвинулся с места, но проход был всё ещё недостаточно широк, чтобы они могли выбраться оттуда.	Удалось ли им выбраться из заточения?	FALSE
Политическая деятельность и эсперанто. До 1933 года. По профессии Грец был деловым помощником.	Был ли грек агентом австрийской разведки?	FALSE
Блокпост разделяет однопутный участок со стороны Выборга и двухпутный — до путевого съезда возле новой платформы Матросово. На блокпосту расположен модуль электрической централизации, электрическая подстанция, а также улавливающий тупик. Пригородные поезда на блокпосту остановки не имеют. Пассажирское сообщение.	Существует ли межмуниципальное сообщение между Выборгом и Выборгом?	FALSE
Праздничный мужской розбаркский костюм схож с праздничной мужской одеждой, распространённой на большей части Верхней Силезии. Его состав и цветовая гамма во многом перекликаются с европейской модой второй половины XVIII века. На праздники гужане надевали белую полотняную рубаху с расшитым отложным воротником, цветной шёлковый платок (едбовку) и брюки, которые заправлялись в сапоги (кропы). У зажиточных гужан брюки были чаще всего из жёлтой замши (скужаки, еленёки), менее состоятельные жители носили брюки из тёмно-синего или чёрного сукна (бизоки, сукенне) с красным кантом по бокам штанин.	В какой цветовой гамме на праздновании Нового года (1 янв.) гужане одевали свою праздничную одежду?	FALSE
Работал на Министерство заокеанского развития Великобритании, принимал участие в подготовке монографии "Flora Zambesiaca" в Африканском отделении Гербария Кью. С 1968 года Браммит был научным сотрудником Гербария Кью. В 1991 году Браммит был удостоен Медали Кью за вклад в Международный кодекс ботанической номенклатуры и Сводку родов растений Кью.	Были ли в Африке родственные между собой виды растений?	FALSE
Расположена между старым городом и современным деловым центром. Посреди площади находится фонтан (построен при финансовой поддержке семьи Пьяджо в 1936 году), наряду с маяком Лантерна — одним из символов города. Площадь получила своё названию по рядом расположенному дому герцога и мецената Рафаэля де Феррари в 1887 году.	Была ли площадь в герое романа "50 оттенков"?	FALSE
Одним из способов построения GRF является предположение, что поле представляет собой сумму большого количества плоских, цилиндрических или сферических волн с равномерно распределенной случайной фазой. Там, где это применимо, центральная предельная теорема диктует, что в любой точке сумма этих вкладов отдельных плоских волн будет иметь гауссово распределение. Этот тип GRF полностью описывается его спектральной плотностью мощности и, следовательно, посредством теоремы Винера-Хинчина, его двухточечной автокорреляционной функцией, которая связана со спектральной плотностью мощности через преобразование Фурье. Предположим, что f (x) — значение GRF в точке x в некотором D-мерном пространстве.	Разрешает ли теория Винера-Хинчина случайное выпадение некоторой формы из некоторого GRF в D-мерном пространстве?	FALSE
До 1903 года на улице устраивались скачки, но потом в целях безопасности местные власти запретили устраивать конные соревнования в этом месте, для них отвели территорию на льду Оби возле Бугринской рощи. После Гражданской войны на Воинской улице построили несколько ангаров для самолётов, а также пролегающую на северо-восток грунтовую взлетную полосу, которая в настоящее время является частью улицы Никитина. Транспорт. Автомобильный транспорт.	Была ли улица Никитина в начале 19 века?	FALSE
В 1997 г. значится 166 личных хозяйств, 395 чел. . Православие. В 1757 году, на средства жителей, в деревне построена православная церковь во имя святых Космы и Дамиана Римских; в приходе — с. Сетное, д. Афанасьевка, два сельца Плуталовка и Лазаревка.	Есть ли в россии церкви со столь большим количеством членов и членов с. Сетное, д. Афанасьевка, два сельца Плуталовка и Лазаревка?	FALSE
Его полное имя: Абу ‘Абду-р-Рахман ‘Абдуллах ибн аль-Мубарак ибн Вадих аль-Ханзали ат-Турки аль-Марвази (). Его отец был тюрком, вольноотпущенником ("мауля") купца из племени Бану Ханзала, одной из ветвей арабского племени Бану Тамим. Мать его была хорезмийкой. Родился в году.	Был ли великий мусульманский мыслитель ибн ва-ль-муминин отцом?	FALSE
География. Кибуц Гват расположен в Северном округе Израиля в восточнее города Мигдаль-ха-Эмек и административно относится к региональному совету Эмек-Изреэль. С севера территорию кибуца огибает шоссе 73.	Была ли земля кибуц в начале 20 века?	FALSE
30 декабря 2020 года районная прокуратура в Познани представила в районный суд Познань-Грюнвальд-Ежице обвинительный акт в отношении лиц, начавших строительства объекта. 17 августа 2021 года главный инспектор строительного надзора признал решение о выдаче разрешения на строительство объекта в 2015 году недействительным. 12 января 2022 года Воеводский административный суд в Варшаве отменил оспариваемое решение Генеральной инспекции банковского надзора о признании недействительным разрешения на строительство. Согласно этому постановлению инвесторы могут продолжить возведение комплекса.	Разрешено ли продолжать возведение объекта по документам на данный проект при наличии положительного заключения о его безопасности?	FALSE
Закончив танцевальную карьеру, которая длилась 34 года, Апанаева решила заняться педагогикой, с этой целью окончила школу Государственного института театрального искусства (ГИТИС). После этого в 2000 году была назначена директором Школы-студии при Государственном академическом ансамбле народного танца, на этом назначении настоял именно Игорь Александрович Моисеев. В Школе-студии Гюзель Махмудовна Апанаева преподает классический и народно-сценический танцы, репетируя текущий репертуар, она старается продолжать и развивать традиции моисеевской школы исполнительства.	Могут ли педагоги оставаться на должности директора школы-студии?	FALSE
А в начале IX века на территории Шампани появляются графы. Первым графом Труа был Аледрам I (ум. 852), который в 820 году был назначен императором Людовиком I Благочестивым наместником (missus dominicus) Нурсии в Италии. Примерно в это же время он упоминается как граф Труа.	Считается ли франкский владетель северной части альпийского массива, именующий себя графом Труа, вассалом Бургундского королевства?	FALSE
Забив 12 мячей в следующем сезоне за «Боруссию», он решил покинуть клуб и перешёл в «Кёльн», откуда через два сезона перешёл в «Герту». После сезона в Берлине, играл по сезону в «Фортуне» и «Айнтрахте», после чего уехал в Японию, в клуб «Урава Ред Даймондс», где в скором времени закончил карьеру. Карьера в сборной.	Был ли гол с пенальти в карьере игрока из бремена за "Боруссию"?	FALSE
Автор или соавтор более 215 таксонов, в том числе международного названия Подснежник Воронова и Muscari racemosum . Кандидат биологических наук (1935)Опубликовала монографию о ревене, написала обзор рода Земляника. В мемуарах Анастасии Михайловны Семёновы-Тян-Шанской упоминалась как любимая ученица Владимира Комарова.	Была ли она когда-нибудь в Ленинграде?	FALSE
Он решил отказаться от участия в поздних сезонах, поскольку чувствовал, что баскетбол не станет его профессией; он также отметил, что не смог набирать необходимый вес. Согласно спортивным записях его колледжа, его рост составлял 206 сантиметров. Родом из Кентукки, Кинман живёт в округе Читам, штат Теннесси. Он бывший учитель английского языка. В 2015 году он принял участие в вебинаре организации дистанционного обучения «Институт пустыни Сонора».	Был ли баскетбол у него с детства?	FALSE
Были разрушены колокольня, главный Троицкий придел, правая опорная стена и своды, храм был существенно перестроен, потеряв свой исторический вид. В январе 2008 года храм был возвращен Нижегородской епархии, и с этого времени в нем стали еженедельно совершать водосвятные молебны. 8 февраля 2009 года в храме была совершена первая Божественная литургия.	Входит ли Троицкий крест в число чудотворных икон?	FALSE
Из методов политической борьбы он допускал только вооружённое сопротивление. Бермудес развернул активную деятельность по созданию военизированной организации для войны против СФНО, начал вербовку боевиков, поиск сторонников и спонсоров для финансирования деятельности. Легион контрас. 31 декабря 1979 года по инициативе трёх бывших офицеров Национальной гвардии — Энрике Бермудеса, Рикардо Лау Кастильо, Хуана Гомеса — был учреждён Легион 15 сентября ("Legión Quince de Septiembre") — исторически первая структура движения Контрас (название было дано по дате национального праздника Никарагуа — Дня независимости).	Разрешал ли Бермудес вооружённый конфликт с правительством СФНО?	FALSE
Владимир Владимирович реализовал себя как прекрасный педагог и тренер. Его учениками были чемпионы Европы и мира Борис Мельников, Эдуард Винокуров, олимпийский чемпион Виктор Жданович и другие известные спортсмены. В связи с реорганизацией московского Военного института физкультуры переехал в Ленинград, где преподавал в институте физической культуры имени Лесгафта.	Участвовал ли во владимирским оплетке Борис Мельников.решали ли с ним проблемы в институте из-за фамилии?	FALSE
Течение. Река берёт начало из болота "Кицкое Первое". Течёт большой петлёй: сначала на юг, потом поворачивает на запад и в низовье поворачивает на север. Принимает множество мелких ручьёв, также вытекающих из болота Кицкое Первое.	Притока нет, но иногда бывает, что река резко поворачивает на запад?	FALSE
К западу от них находятся рытвины Самарканд, к югу рытвины Лахедж, а к востоку рытвины Арран. На юго-западе от рытвин тянутся борозды Анбар, а на востоке вертикальные борозды Каукабан. На юго-востоке от рытвин находятся две единственные гряды спутника — гряды Куфа и гряда Эбони.	Примесляется ли саранчовое облако к саранчовой гряде?	FALSE
В годы Первой мировой войны воевал в качестве солдата на линии фронта в Палестине (1917), в 1918 г. в Египте оказался в британском плену. После освобождения принимал участие в Войне за независимость сначала на Южном, а затем на Западном фронтах. В 1930 г. окончил Военную академию для офицерского состава.	Был ли СССР участником антигитлеровской коалиции?	FALSE
Клубная карьера. Кабаль — воспитанник клуба «Атлетико Насьональ». 14 июля 2019 года в матче против «Онсе Кальдас» он дебютировал в Кубке Мустанга. В 2021 году Кабаль помог клубу завоевать Кубок Колумбии.	Переиграли ли «Атлетико Насьональ» «Атлетико Насьональ» и «Грейт лайф» в финале Кубка Мустанга 2015?	FALSE
Население. Население города составляет , а плотность — чел. /км². Символика. Деревом города считается вечнозелёный дуб, цветком — хризантема, птицей — обыкновенный зимородок.	Была ли в этом городе церка?	FALSE
В 1996 году 104 картины на первой выставке Ренуара в немецкоязычных странах снова привлекли более 420 000 посетителей. Бюджет проектов выставок Гётца Адриани составлял всего 40 000 евро в год, включая публикации каталогов, которые отличались тщательно исследованным содержанием и высоким качеством исполнения. Летом 2003 года, благодаря прибыли, полученной от деятельности Кунстхалле, и пожертвованию Георга Цунделя, сына основательницы галереи, муниципальное учреждение было преобразовано фонд гражданского права. Это обеспечило финансовую основу для дальнейшего существования галереи.	Являла ли стоимость работ выставки в немецкоязычных странах реальной выгодой?	FALSE
44 Special Bulldog и . 38 Special Bulldog Pug. История.	Действителен ли в СССР закон о запрете на речевые выкруты?	FALSE
Для сложных пищевых продуктов методы анализа глицидиловых эфиров и 3-MPCD (в свободной форме и в форме эфиров) были разработаны The European Joint Research Center (JRC) лишь к марту 2015 года. Пути снижения глицидиловых эфиров в продуктах питания. Представители пищевой промышленности во главе с Федерацией, представляющей европейских производителей растительных масел (FEDIOL) в качестве приоритета обязались уменьшить содержание глицидиловых эфиров во всех маслах до утвержденного норматива. Они разработали технологию по снижению содержания описанных веществ в продуктах питания.	Ведутся ли исследования об изменении содержания глицидиловых эфиров в пищевых продуктах?	FALSE
До официального объявления войны между Германией и Португалией (март 1916 года) германские и португальские войска сталкивались несколько раз на границе между Германской Юго-Западной Африкой (ныне Намибия) и Португальской Западной Африкой (ныне Ангола). Немцы одержали победу в этих стычках и смогли занять регион Хумбе в южной Анголе, который удерживали до успешного завершения наступления британских войск из Южной Африки, разбивших их, благодаря чему португальский контроль над Хумбе был восстановлен. Предпосылки. С 1911 до июля 1914 года Германская и Британская империи вели тайные переговоры о возможном разделении португальской Анголы; в этом случае большая часть суши должна была попасть в руки немцев.	Был ли между гербами германии и португальской части анголы конфликт в 1916?	FALSE
Как активный коммунист принимал участие в политической жизни послевоенной Чехословакии, с 1965 года возглавлял Социалистическую академию. При этом в 1940-х выступал против «лысенковщины» и отстаивал менделевскую генетику. Избран в Национальное собрание ЧССР на выборах 1960 года, участвовал в подготовке новой Конституции Чехословакии.	Будет ли чехословацкая народная партия участвовать в выборах 1961 года?	FALSE
Экспозиция знакомит с учёными, спортсменами, изобретателями, художниками, композиторами, артистами и другим именитыми горожанами, внесшими значительный вклад в историю и жизнь Минска. Период проведения выставки в 2016 году: 30 июня-30 сентября. По словам организаторов проект «Свободный музей» получит развитие и в 2017 году. Тематика.	Была ли на выставке выставка из-за болезни, или из-за болезни выставки?	FALSE
Уступка агонофезии, в первом случае одному лицу или представителю одного племени во втором, считалась выражением господства того лица или племени. Например, на восьмой олимпиаде могущественный аргосский царь Фейдон, присвоив себе вместе с писатидами председательство на олимпийских играх, выставил себя представителем всего Пелопоннеса, а писатиды представляли исключительно области Элиды. Точно также власть Филиппа Македонского, председательствовавшего на пифийских играх, была признана всеми участниками амфиктионского союза.	Был ли тиран Филипп македонский представителем всего Пелопоннеса?	FALSE
